cod_cliente|cod_contrato|cod_chamado|data_chamado_andamento|descricao_chamado_andamento|privado_chamado
1920|11677|25247|2022-08-29 10:16:21|ativo 27/8  luiz|0
3747|8098|25248|2022-08-25 16:44:09|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=3747|0
4924|11342|25249|2022-08-25 16:48:01|Boletos enviados|0
4702|10261|25250|2022-08-25 16:50:02|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4702|0
4226|9093|25252|2022-08-25 16:56:01|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4226|0
2844|6035|25253|2022-08-25 17:00:23|Boletos enviados|0
4020|8653|25254|2022-08-25 17:03:46|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4020|0
2806|5956|25255|2022-08-25 17:15:30|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=2806|0
4143|8903|25256|2022-08-25 17:15:50|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4143|0
3232|11071|25257|2022-08-25 17:26:22|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=3232|0
4516|9711|25258|2022-08-25 17:34:57|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4516|0
4516|9711|25259|2022-08-26 08:32:08|visita técnica agendada 26/08  Raissa |0
4516|9711|25259|2022-08-30 08:41:56| Adriano OliveiraOntem às 10:00. Cliente não está conseguindo acessar suas câmeras, O Thiago quer verificar se a possibilidade de abrir algumas portas. Cliente já tem IPFixo.  luiz|0
4516|9711|25259|2022-10-04 09:28:18|Aguardando posicionamento do mesmo p/ agendar nova visita técnica  |1
4515|9710|25260|2022-09-01 17:24:46| pedro313msn@gmail.comHá 7 minutos. Cliente estava alegando que seus dispositivos se conectava as vezes e depois caia e só funcionava as vezes, verifiquei o sinal e está OK.Chegando -24 então eu resetei a ONU,subir o backup atualizado,travei o Wi-Fi 2.4G no Canal 11 e atualizei a Firmware da versão 1.1.3 para versão 1.2 , acredito que vá resolver os problemas relatados.  luiz|0
4515|9710|25260|2022-08-26 08:31:32|visita técnica agendada 29/08  Raissa  |0
4975|11522|25261|2022-08-25 17:47:30| |0
4514|9708|25263|2022-09-05 15:59:50| Adriano OliveiraHá 4 dias. Quando cheguei ao local,  a gerente informou que já tinha estabilizado a tempos fiz os teste estava normal .  raissa|1
4514|9708|25263|2022-08-25 17:53:38|Visita agendada para 29/08  raissa |0
1942|4115|25264|2022-08-25 17:53:36|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=1942|0
3124|6683|25265|2022-08-25 19:00:56|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=3124|0
4754|10726|25266|2022-08-25 19:19:51|Boletos enviados|0
4754|10726|25267|2022-08-25 19:20:21|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4754|0
4146|8912|25268|2022-08-25 19:32:16|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4146|0
3040|6508|25269|2022-08-26 08:38:07|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=3040|0
4545|9786|25270|2022-08-26 08:48:43|cliente nao atendeu  luiz|0
4545|9786|25270|2022-08-30 09:26:30| |1
4700|10244|25271|2022-08-26 08:45:07|Suporte   Cliente não atende   raissa |0
4700|10244|25271|2022-08-26 10:13:57|Cliente não estava no local para validar sobre os canais de tv, entraremos em contato novamente após o almoço    Raissa |0
4700|10244|25271|2022-08-30 09:26:01|Normalizado|1
4700|10244|25272|2022-08-26 08:42:00| |0
4318|9271|25274|2022-08-26 08:44:53|cliente nao atendeu  luiz|0
4318|9271|25274|2022-08-26 10:16:31|cliente disse que a internet ta otima mas a tv oscilou, foi informado o motivo e ele vai monitorar  luiz|0
2260|4706|25275|2022-08-26 09:43:34|visita 26/8  luiz|0
2260|4706|25275|2022-08-26 11:08:54|cliente ja com acesso novamente, passagem de fibra agendada p/ 29/8 pois esta no cabo de rede.  luiz|0
2260|4706|25275|2022-08-30 09:24:39| |1
4231|9104|25276|2022-08-26 09:02:31|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4231|0
4231|9105|25277|2022-08-26 09:02:44|Boletos enviados|0
5031|11679|25278|2022-08-30 09:24:10| |1
4238|9121|25279|2022-08-26 09:21:03|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4238|0
4514|9708|25280|2022-08-26 10:05:12|Boletos enviados|0
4058|8727|25285|2022-08-26 10:23:56|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4058|0
5035|11681|25287|2022-08-30 10:00:42|mudanca realizada  luiz|0
5035|11681|25287|2022-08-30 10:00:51| |0
4861|11682|25288|2022-08-26 10:55:01|bloco de cliente foi concluído abordagem! agendamento de ativação segunda 29/08/2022T Lais  Maycon|0
4861|11682|25288|2022-08-26 10:55:57|cliente tem cortesia de 3 meses sem pagar nada, atividade direcionada a luana no asana   Maycon|0
4861|11682|25288|2022-09-06 10:08:14|ativo 5/9  luiz|0
4807|10923|25289|2022-08-26 11:17:30|Boletos enviados|0
4807|10923|25290|2022-08-26 11:17:32|Boletos enviados|0
4841|11057|25291|2022-08-26 11:28:57|Boletos enviados|0
3890|8371|25292|2022-08-26 11:36:26|Boletos enviados|0
2907|6191|25293|2022-08-26 11:38:35|Boletos enviados|0
1943|9882|25294|2022-08-26 11:39:51|Boletos enviados|0
3992|8597|25295|2022-08-26 11:42:09|Boletos enviados|0
3873|8343|25296|2022-08-26 11:48:21|Boletos enviados|0
3994|8600|25297|2022-08-26 11:51:22| |0
2297|4810|25298|2022-08-26 12:05:05|Boletos enviados|0
1395|3108|25299|2022-08-26 12:06:57|Boletos enviados|0
1713|3623|25300|2022-08-26 12:15:54|Boletos enviados|0
1171|2661|25301|2022-08-26 12:30:12|Boletos enviados|0
4595|9910|25302|2022-08-26 12:32:53|Boletos enviados|0
4489|9655|25303|2022-08-26 12:33:48|Boletos enviados|0
4181|8991|25304|2022-08-26 12:35:56|Boletos enviados|0
4754|10726|25305|2022-08-26 12:36:53|Boletos enviados|0
4754|10726|25306|2022-08-26 12:37:04|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4754|0
3043|6514|25307|2022-08-26 12:45:40|Boletos enviados|0
3716|11136|25308|2022-08-26 12:47:50|Boletos enviados|0
3585|7776|25309|2022-08-26 12:48:42|Boletos enviados|0
4827|10988|25312|2022-08-26 13:09:39|range alterada para iniciar em .100 - .254  luiz|0
1954|4132|25313|2022-08-26 13:18:22|visita agendada p/ 26/8  luiz|0
1954|4132|25313|2022-08-31 08:35:00| Adriano OliveiraHá 2 dias. Romualdo pediu pra remarcar levar aparelho da Apple TV dele e um Android novo .  luiz|0
1954|4132|25313|2022-08-31 08:37:39|reagendado 1/9  luiz|0
1954|4132|25313|2022-09-02 09:00:15| Adriano OliveiraHá instantes. Feito mudança de rota, saindo pela linkwap roda normalmente app do cliente da Apple.   luiz|0
3830|8265|25314|2022-08-26 13:08:59|Boletos enviados|0
4859|11117|25315|2022-08-26 13:18:46|Boletos enviados|0
4870|11145|25316|2022-08-26 13:25:14|Boletos enviados|0
3512|7590|25317|2022-08-26 13:25:15|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=3512|0
3296|7058|25318|2022-08-26 13:27:23|Sua Internet R2Telecom possui mais de 2 boletos em aberto, nao podendo ser feito o desbloqueio. r2telecom.com.br/f.php?c=3296|0
3296|7058|25319|2022-08-26 13:27:41|Sua Internet R2Telecom possui mais de 2 boletos em aberto, nao podendo ser feito o desbloqueio. r2telecom.com.br/f.php?c=3296|0
3296|7058|25320|2022-08-26 13:28:07|Sua Internet R2Telecom possui mais de 2 boletos em aberto, nao podendo ser feito o desbloqueio. r2telecom.com.br/f.php?c=3296|0
3444|11227|25321|2022-08-26 13:49:56|Boletos enviados|0
4952|11433|25323|2022-08-26 14:39:27|cliente quer fazer downgrade para 300M e nao quer pagar fidelidade, disse que quer falar com o gerente, foi passado ao Fabiano.  luiz|0
4952|11433|25323|2022-08-26 15:26:57|Suporte / Financeiro -   Cliente ligou, foi atendido pelo Luiz, suporte, informando que o aplicativo da TV não funcionava.  Solicitou o cancelamento da TV e a redução do plano de internet, porque nos testes que realizou chegava 100Mpbs de banda na sua casa. O suporte relatou a forma agressiva do cliente, não querendo receber a visita técnica para verificar a situação.  Cliente foi atendido por mim, pois solicitou ser atendido por algum gerente, e foi tb muito agressivo, a todo momento do atendimento, relatando a todo instante que não iria cair na pegadinha malandra da R2, desfazendo de forma pejorativa do atendimento e da empresa.  Cliente informou que a R2 teria 02 opções, de retirar o pacote da TV e reduzir o seu plano para 300Mpbs, sem nenhuma taxa adicional e no plano mensal de R$99,90, ou então, em tom alto de ameaça, informou que iria procurar todos os órgãos de regulação do setor, como a Anatel, Procon e etc.  Cliente ainda descreveu que o atendente Maycon informou que poderia cancelar parte do plano a qualquer momento sem nenhum tipo de custo, reforçando que a R2 estava agindo com malandragem e expertise de má fé e ilegal.  Informei ao cliente que a R2 não age da forma descrita, que a empresa tem mais de 19 anos de mercado e sempre agiu de forma correta e honesta com toda carteira. Informe poderia se cancelada a TV sem custo nenhum, ficando então o contrato do pacote da internet de 500Mpbs+Telefonia Ilimitada no valor de R$ 129,90.  Cliente se recusou a aceitar os termos padrões informados, reforçando que foi enganado, que não iria pagar mais do que o pacote de 300Mbps, à R$99,90, reafirmando as ameaças das 02 opções descritas acima.  Cliente solicitou retorno do Maycon sobre a venda.  Informei ao cliente que o atendimento foi todo registrado e que após deliberação das áreas jurídicas e diretoria, o atendimento informaria.   Fabiano|1
4952|11433|25323|2022-08-26 16:18:17|Diretoria -   Deliberado pelo Roberto e Romualdo o downgrade da banda para 300Mbps e a exclusão do plano de TV sem nenhum custo adicional.   Fabiano. |0
4952|11433|25323|2022-08-26 16:20:29|downgrade realizado para 300M e plano de TV excluido.  luiz|0
4348|9339|25324|2022-08-26 14:23:00|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4348|0
4405|9462|25325|2022-08-26 14:34:07|Boletos enviados|0
4507|9695|25326|2022-08-26 14:34:33|Boletos enviados|0
4470|9605|25327|2022-08-26 14:35:51|Boletos enviados|0
4449|9565|25328|2022-08-26 14:37:26|Boletos enviados|0
4324|9280|25329|2022-08-26 14:38:08|Boletos enviados|0
4118|8857|25330|2022-08-26 14:38:53|Boletos enviados|0
3804|8218|25331|2022-08-26 14:48:57|Boletos enviados|0
2044|4283|25332|2022-08-26 14:50:18|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=2044|0
4970|11502|25333|2022-08-26 15:26:33|Boletos enviados|0
5034|11684|25334|2022-08-27 10:29:20|ATIVO 27/8  LUIZ|0
4862|11125|25335|2022-08-26 15:27:33|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4862|0
1942|4115|25336|2022-08-26 15:40:46|Tentando contato com a cliente.  Luana|0
1942|4115|25336|2022-08-27 15:02:32|Conversei com a cliente Luciana sobre o bloqueio e ela sugeriu mudanças na forma de comunicação sobre cobrança: enviar e-mail e/ou mensagem WhatsApp específico avisando que a fatura está em atraso e o prazo para bloqueio, já que o e-mail de alerta fala sobre  desconsiderar caso já tenha sido pago  e assim evitaria problemas desnecessários. Ela agradeceu ao atendimento personalizado que sempre foi prestado pela equipe da R2 Telecom, ao Luiz e a Raissa pela atenção e gentileza e pelo pedido de desculpas pelo inconveniente.  Luana|0
4652|10070|25337|2022-08-26 15:46:45|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4652|0
4952|11433|25338|2022-08-29 11:49:58|Solicitação encaminhada para Fabiano.  Luana|0
4952|11433|25338|2022-09-14 11:00:31|Financeiro  Informação demandada, enviada via e-mail, conforme cópia abaixo.   Formalização da implantação do  downgrade  demandado via central de atendimento telefônico Caixa de entrada  fabiano henrique  ter., 30 de ago. 10:05 para rjmdubois, financeiro, comercial01, Suporte, suporte01  Prezado Sr. RICHARD DUBOIS,  CPF: 106.362.618-83  Contrato: 11433 – código cliente: 4952  Bom dia.  Formalizamos através deste e-mail que a solicitação, realizada via central de atendimento telefônico, na data de 26/08/2022,  de cancelamento do pacote combo de Internet 500Mpbs, + Telefonia IP Voip Ilimitada Nacional, + pacote mini canais de TV, foi realizada na mesma data da solicitação, sem custo adicional, permanecendo o serviço do fornecimento de Internet Banda Larga de 300Mpbs, ao valor mensal de R$99,90, fidelizado por 01 ano.  Maiores informações solicitamos gentilmente contatar.  Att. R2 Telecom (61)3262-4444  Fabiano|0
5036|11685|25339|2022-08-29 08:51:54|ativo 27/8   luiz|0
5036|11685|25339|2022-08-29 10:13:34| |0
1751|3737|25340|2022-08-29 11:48:28|Solicitação encaminhada para Fabiano.  Luana|0
1751|3737|25340|2022-09-08 11:37:49|Financeiro - Enviado por e-mail a NF de 227,30 como solicitado.   Solicitação de nota fiscal  Caixa de entrada  fabiano henrique  Anexos 11:37 (há 1 minuto) para financeiro, financeiro  Prezados  Bom dia  Segue como solicitado a NF referente ao mês de Junho da telefonia IP EMP, no valor de R $227,30.   Dúvidas estou à disposição.  Atenciosamente  R2 Telecom (61) 3262-4444  p/  Kelly|0
4018|8649|25341|2022-08-27 08:12:57|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4018|0
4757|10729|25342|2022-08-27 08:49:12|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4757|0
3827|8258|25343|2022-08-27 08:57:18|visita 27/8  luiz|0
3827|8258|25343|2022-08-29 08:18:27| pedro313msn@gmail.comHá 2 dias. Velocidade chegando normalmente, cliente estava fazendo testes na rede 2.4g luiz|0
2806|5956|25344|2022-08-27 09:45:55|problema era no viverde, evaldo fez a corretiva  luiz|0
3804|8218|25345|2022-08-27 09:48:39|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=3804|0
3804|8218|25346|2022-08-27 09:49:23| |0
3804|8218|25346|2022-08-27 09:52:24| |0
3902|8408|25347|2022-08-27 10:14:52| |0
4686|11687|25348|2022-08-27 10:25:08| |0
4686|10210|25349|2022-09-16 13:58:55| |0
1714|3624|25350|2022-08-31 09:24:16|Visita técnica agendada 31/08   raissa |0
1714|3624|25350|2022-09-05 16:01:16|Normalizado após manutenção na região   raissa |1
4947|11417|25351|2022-08-29 11:20:20|boletos gerados.  Luana|0
4946|11415|25352|2022-08-29 11:17:40|Boletos gerados.  Luana|0
5032|11668|25353|2022-08-27 10:59:01|Agradecemos pelo contato.     Iniciamos o processo de portabilidade.  A conclusão está prevista para 31 DE AGOSTO de 2022 às 20h.|0
5032|11668|25353|2022-09-05 09:45:15|portabilidade concluida  luiz|0
5037|11688|25354|2022-09-05 15:10:45|agendamento confirmado 06/09/2022M  Maycon|0
5037|11688|25354|2022-09-20 11:23:24|Cliente ativo em 06/09  Mariana|0
5038|11690|25355|2022-08-30 13:03:58|ativo 30/8  luiz|0
3043|6514|25356|2022-08-27 15:03:56|Sua Internet R2Telecom possui mais de 2 boletos em aberto, nao podendo ser feito o desbloqueio. r2telecom.com.br/f.php?c=3043|0
4890|11235|25357|2022-08-27 15:14:57|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4890|0
4226|9093|25358|2022-08-27 15:16:42|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4226|0
3043|6514|25359|2022-08-27 15:17:23|Sua Internet R2Telecom possui mais de 2 boletos em aberto, nao podendo ser feito o desbloqueio. r2telecom.com.br/f.php?c=3043|0
3124|6683|25360|2022-08-27 15:35:45|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=3124|0
4480|9626|25361|2022-08-27 16:10:58|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4480|0
4475|9618|25362|2022-08-27 18:40:33|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4475|0
4058|8727|25363|2022-08-27 19:13:36|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4058|0
3232|11071|25364|2022-08-27 19:40:10|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=3232|0
2115|5022|25365|2022-08-27 20:43:00|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=2115|0
4056|8725|25366|2022-08-28 11:54:34|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4056|0
2364|4942|25368|2022-08-28 21:48:22|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=2364|0
3723|11048|25369|2022-08-29 08:20:55|Boletos enviados|0
3723|8051|25370|2022-08-29 08:21:09|Boletos enviados|0
3827|8258|25371|2022-08-29 09:11:54|Visita técnica agendada 29/08  raissa |0
3827|8258|25371|2022-08-30 10:13:18|Cliente normalizado, após visita do tecnico   Raissa |1
4231|9104|25372|2022-08-29 08:30:13|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4231|0
5039|11691|25373|2022-09-01 16:31:13| Leonardo LinharesHá 2 horas. Tubulação obstruída aqui aconteceu a mesma coisa da outra cliente que tentamos ativar, a tubulação está obstruída e já tem a tubulação reserva que o condomínio fez, para usar essa tubulação tem que agendar com ADM para o Miguel  acompanhar a síndica falou que quando for usar essa nova tubulação tem que colocar caixa de distribuição já dentro da torre pq a tubulação e de 3/4 e não dá para passar muito cabo por ela, eu expliquei toda a situação para a clíente que entendeu e falou que vai ver a disponibilidade na ADM para reagendar a instalação. Essa tubulação nova ela sobe para cima do prédio e desce pela antena coletiva.|0
5039|11691|25373|2022-09-06 14:34:20| eltoncecapi@hotmail.comHá 2 horas. Link ativo 300M  luiz|0
2260|4706|25374|2022-08-29 08:58:51| |0
3830|8265|25375|2022-08-29 09:40:34|Suporte   Cliente não atende, foi enviado um e-mail ao mesmo   raissa |0
3830|8265|25375|2022-08-30 12:32:46|Cliente efetuou pagamento das mensalidades em 	30/08/2022.  Luana|0
4489|9655|25376|2022-08-30 14:26:24|cliente disse que vai pagar dia 10 e nao quis agendar retirada luiz|0
4489|9655|25376|2022-09-21 16:51:26|agendado p/ 26/9  luiz|0
4489|9655|25376|2022-09-26 17:32:03|equipamento retirado  LUIZ|0
4489|9655|25376|2022-09-30 12:12:32|Conforme Contrato de Adesão Comercial ao Serviço de Banda Larga, sempre disponível em nosso site, no endereço eletrônico https://www.site.r2telecom.com.br/contrato-banda-larga, lembramos que ainda encontram-se faturas em aberto até o presente momento. Caso a fatura acima mencionada já tenha sido devidamente paga, agradecemos pelo pagamento e pedimos que desconsidere o presente e-mail. Se as faturas não foram quitadas, solicitamos que providencie o pagamento até o dia 15/10/2022. O não pagamento do boleto/dívida, gera protesto em cartório e cadastro nos órgãos de proteção ao crédito.  Os boletos podem ser acessados através dos link´s: Junho: http://www.homefast.com.br/boleto.php?nosso_numero_boleto=120258 Julho: http://www.homefast.com.br/boleto.php?nosso_numero_boleto=122391 Agosto: http://www.homefast.com.br/boleto.php?nosso_numero_boleto=119721 Setembro: http://www.homefast.com.br/boleto.php?nosso_numero_boleto=122391  Luana|0
4489|9655|25376|2022-08-29 09:38:07|Suporte   Cliente não atende, foi enviado um email ao mesmo   raissa |0
4489|9655|25376|2022-08-29 14:54:54|cliente nao atende, enviado e-mail. luiz|0
1351|3022|25377|2022-08-31 11:57:50| Matheus SantanaHá instantes. @Evaldo Lopes @Luiz Fernando Oliveira atividade finalizada fibra de 6fo passada sinal -22  luiz|0
2806|5956|25378|2022-08-29 09:21:18|Passado ao evaldo   raissa |0
2806|5956|25378|2022-08-29 13:56:05|normalizado   raissa |1
3804|8218|25379|2022-08-29 09:24:08|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=3804|0
2141|4472|25380|2022-08-29 09:25:28|visita 29/8  luiz|0
2141|4472|25380|2022-08-30 09:55:33| Matheus SantanaOntem às 11:20. Cliente com problema na rede wi-fi foi explicado para ele sobre os decos o mesmo tem interesse em fazer um teste @Maycon Barbosa entrar em contato com cliente o mesmo irá precisar de 3 equipamentos   luiz|0
2115|5022|25381|2022-08-29 09:40:57|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=2115|0
4765|10761|25382|2022-08-29 09:57:04|visita 29/8  luiz|0
4765|10761|25382|2022-08-30 09:49:32| Adriano OliveiraOntem às 16:17. Foi trocado a onu do cliente,  aprincipio só tinha resetado mais o cliente informou que tem 15 dias que aconteceu a mesma coisa segundo ele . Foi feito a troca.  luiz|0
4874|11180|25383|2022-08-29 09:58:24|Visita** Agendada para 29/08  raissa |0
4874|11180|25383|2022-08-30 09:01:12|  eltoncecapi@hotmail.comOntem às 15:02. ONU estava reservada,foi reconfigurada e voltou a funcionar normalmente.. raissa|1
3129|6692|25384|2022-08-29 13:53:00|ao reiniciar, normalizou  luiz|0
3830|8265|25385|2022-08-29 10:10:06|Boletos enviados|0
5036|11685|25387|2022-08-29 10:13:25| |0
4402|9454|25389|2022-08-29 10:45:48|CLIENTE NAO ATENDE  LUIZ|0
4402|9454|25389|2022-09-02 10:03:24|cliente nao atende  luiz|0
4402|9454|25389|2022-09-02 10:05:43|sera agendada uma visita, mas o cliente disse que ira viajar e quando voltar ele liga e agenda  luiz|0
4402|9454|25389|2022-09-02 10:06:10| |0
4595|9910|25390|2022-08-31 09:02:33|cliente disse que vai negociar, foi transferida para o Roberto. Ira ligar na proxima semana luiz|0
4595|9910|25390|2022-09-21 16:54:43|nao atende, enviado e-mail  luiz|0
4595|9910|25390|2022-09-26 09:57:54|retirada agendada p/ 30/9  luiz|0
4595|9910|25390|2022-09-30 11:29:05| Adriano OliveiraHá 6 minutos. Equipamento retirado, cliente pediu para enviar algo confirmado a retirada do equipamento. sera enviado email  luiz|0
4595|9910|25390|2022-09-30 13:24:18|Conforme Contrato de Adesão Comercial ao Serviço de Banda Larga, sempre disponível em nosso site, no endereço eletrônico https://www.site.r2telecom.com.br/contrato-banda-larga, lembramos que ainda encontram-se faturas em aberto até o presente momento. Caso a fatura acima mencionada já tenha sido devidamente paga, agradecemos pelo pagamento e pedimos que desconsidere o presente e-mail. Se as faturas não foram quitadas, solicitamos que providencie o pagamento até o dia 15/10/2022. O não pagamento do boleto/dívida, gera protesto em cartório e cadastro nos órgãos de proteção ao crédito.  Os boletos podem ser acessados através dos link´s: Junho: http://www.homefast.com.br/boleto.php?nosso_numero_boleto=120263 Julho: http://www.homefast.com.br/boleto.php?nosso_numero_boleto=122399 Agosto: http://www.homefast.com.br/boleto.php?nosso_numero_boleto=119807 Setembro: http://www.homefast.com.br/boleto.php?nosso_numero_boleto=121932  Luana|0
4595|9910|25390|2022-08-29 14:51:58| Luiz Fernando OliveiraHá instantes. cliente estava em atendimento, nao pode falar  luiz|0
4595|9910|25391|2022-08-29 11:29:38|Boletos enviados|0
4961|11461|25392|2022-08-29 11:30:36|Boletos enviados|0
5040|11692|25393|2022-09-02 12:32:04| |0
4923|11339|25394|2022-08-29 11:38:43|Boletos enviados|0
4601|9925|25395|2022-08-29 11:41:57|Boletos enviados|0
4383|9554|25397|2022-08-29 11:44:14|Boletos enviados|0
4682|10197|25398|2022-08-29 11:48:06|visita 29/8  luiz|0
4682|10197|25398|2022-08-30 17:27:52| eltoncecapi@hotmail.comHá 20 minutos.(editado) Foi feita a mudança interna..  luiz|0
4|1743|25399|2022-08-29 12:05:32|Email e SMS enviados para o cliente|0
4|1743|25399|2022-08-29 12:14:25| |0
4|1743|25400|2022-08-29 12:05:34|R2 Telecom 1o. Aviso Cobranca em Aberto|0
5041|11696|25401|2022-08-29 12:23:02|cliente ciente sobre Decos, o mesmo informou que não deseja ativar agora!  Maycon|0
5041|11696|25401|2022-08-29 13:52:49|ativo 29/8  luiz|0
4440|9544|25402|2022-08-29 13:48:45|passada a senha  luiz|0
4665|10114|25404|2022-08-29 12:54:12|Sua Internet R2Telecom possui mais de 2 boletos em aberto, nao podendo ser feito o desbloqueio. r2telecom.com.br/f.php?c=4665|0
4665|10114|25405|2022-08-29 12:54:23|Boletos enviados|0
4665|10114|25406|2022-08-29 12:55:48|Sua Internet R2Telecom possui mais de 2 boletos em aberto, nao podendo ser feito o desbloqueio. r2telecom.com.br/f.php?c=4665|0
4665|10114|25407|2022-08-29 12:55:53|Sua Internet R2Telecom possui mais de 2 boletos em aberto, nao podendo ser feito o desbloqueio. r2telecom.com.br/f.php?c=4665|0
4665|10114|25408|2022-08-29 12:55:57|Sua Internet R2Telecom possui mais de 2 boletos em aberto, nao podendo ser feito o desbloqueio. r2telecom.com.br/f.php?c=4665|0
4665|10114|25409|2022-08-29 12:56:17|Sua Internet R2Telecom possui mais de 2 boletos em aberto, nao podendo ser feito o desbloqueio. r2telecom.com.br/f.php?c=4665|0
3784|8173|25410|2022-08-29 13:20:59|Boletos enviados|0
4|1743|25411|2022-08-29 13:30:21|Email e SMS enviados para o cliente|0
4|1743|25411|2022-08-29 13:44:22| |0
4894|11262|25412|2022-08-29 13:35:09|Boletos enviados|0
3804|8218|25413|2022-08-29 13:56:24| |0
4684|10204|25414|2022-08-29 14:01:00|WI-FI DA ONU ESTAVA DESATIVADO  LUIZ|0
4|1743|25415|2022-08-29 14:04:42|enviando mensagen 5 dias para cliente|0
4|1743|25416|2022-08-29 14:04:42|enviando mensagen 5 dias para cliente|0
4480|9626|25417|2022-08-29 14:06:40|Sua Internet R2Telecom foi desbloqueada por confianca. r2telecom.com.br/f.php?c=4480|0
4|1743|25418|2022-08-29 14:06:57|enviando mensagen 5 dias para cliente|0
4|1743|25419|2022-08-29 14:06:57|enviando mensagen 5 dias para cliente|0
4|1743|25420|2022-08-29 14:10:41|enviando mensagen 5 dias para cliente|0
4|1743|25421|2022-08-29 14:10:41|enviando mensagen 5 dias para cliente|0
4|1743|25422|2022-08-29 14:11:22|enviando mensagen 15 dias para cliente|0
4|1743|25423|2022-08-29 14:11:22|enviando mensagen 5 dias para cliente|0
4|1743|25424|2022-08-29 14:12:53|enviando mensagen 15 dias para cliente|0
4|1743|25425|2022-08-29 14:12:53|enviando mensagen 15 dias para cliente|0
2945|6279|25426|2022-08-29 14:17:09| |0
4|1743|25427|2022-08-29 14:21:20|R2 Telecom 2o. Aviso Cobranca em Aberto|0
4|1743|25428|2022-08-29 14:22:09|R2 Telecom 1o. Aviso Cobranca em Aberto|0
3822|8248|25429|2022-08-29 14:43:02|Visita técnica agendada   raissa  |0
3822|8248|25429|2022-08-30 09:23:32|sip no nat avancado estava desabilitado  luiz|0
4|1743|25432|2022-08-29 14:47:44|Email e SMS enviados para o cliente|0
4|1743|25432|2022-08-29 14:49:22| |0
4|1743|25433|2022-08-29 14:47:45|R2 Telecom 1o. Aviso Cobranca em Aberto|0
4|1743|25434|2022-08-29 14:50:14|R2 Telecom - Aviso de Cobranca|0
4|1743|25435|2022-08-29 14:50:49|R2 Telecom - Aviso de Cobranca|0
4|1743|25436|2022-08-29 14:51:29|R2 Telecom - Aviso de Cobranca|0
4|1743|25437|2022-08-29 14:53:14|Email e SMS enviados para o cliente|0
4|1743|25437|2022-08-29 15:54:19| |0
4|1743|25438|2022-08-29 14:53:15|R2 Telecom 1o. Aviso Cobranca em Aberto|0
4|1743|25439|2022-08-29 14:55:05|R2 Telecom - Aviso de Cobranca|0
